,year,state,report,farmtype,category,category_value,category2,category2_value,variable_id,variable_name,variable_sequence,variable_level,variable_group,variable_group_id,variable_unit,variable_description,variable_is_invalid,estimate,median,statistic,rse,unreliable_estimate,decimal_display
24,2019,Iowa,Farm Business Income Statement,All Farms,Production Specialty,Dairy,All Farms,TOTAL,iothfm,Other farm-related income,60,2,,,Dollars per farm,"Includes income from machine-hire, custom work, livestock grazing, land rental, contract production fees, outdoor recreation, timber sales,  hedging profit or losses, insurance indemnities, cooperative patronage dividends and refunds, leasing of livestock and machinery or equipment, and any other farm-related source.",False,79578.0,28080.0,MEAN,36.3,0,0
25,2019,North Carolina,Farm Business Income Statement,All Farms,Production Specialty,Dairy,All Farms,TOTAL,iothfm,Other farm-related income,60,2,,,Dollars per farm,"Includes income from machine-hire, custom work, livestock grazing, land rental, contract production fees, outdoor recreation, timber sales,  hedging profit or losses, insurance indemnities, cooperative patronage dividends and refunds, leasing of livestock and machinery or equipment, and any other farm-related source.",False,6499.0,,MEAN,164.8,0,0
26,2019,Washington,Farm Business Income Statement,All Farms,Production Specialty,Dairy,All Farms,TOTAL,iothfm,Other farm-related income,60,2,,,Dollars per farm,"Includes income from machine-hire, custom work, livestock grazing, land rental, contract production fees, outdoor recreation, timber sales,  hedging profit or losses, insurance indemnities, cooperative patronage dividends and refunds, leasing of livestock and machinery or equipment, and any other farm-related source.",False,42829.0,,MEAN,74.0,0,0
27,2019,Arkansas,Farm Business Income Statement,All Farms,Production Specialty,Dairy,All Farms,TOTAL,iothfm,Other farm-related income,60,2,,,Dollars per farm,"Includes income from machine-hire, custom work, livestock grazing, land rental, contract production fees, outdoor recreation, timber sales,  hedging profit or losses, insurance indemnities, cooperative patronage dividends and refunds, leasing of livestock and machinery or equipment, and any other farm-related source.",False,,,MEAN,,0,0
28,2019,Illinois,Farm Business Income Statement,All Farms,Production Specialty,Dairy,All Farms,TOTAL,iothfm,Other farm-related income,60,2,,,Dollars per farm,"Includes income from machine-hire, custom work, livestock grazing, land rental, contract production fees, outdoor recreation, timber sales,  hedging profit or losses, insurance indemnities, cooperative patronage dividends and refunds, leasing of livestock and machinery or equipment, and any other farm-related source.",False,47983.0,,MEAN,50.0,0,0
29,2019,Nebraska,Farm Business Income Statement,All Farms,Production Specialty,Dairy,All Farms,TOTAL,iothfm,Other farm-related income,60,2,,,Dollars per farm,"Includes income from machine-hire, custom work, livestock grazing, land rental, contract production fees, outdoor recreation, timber sales,  hedging profit or losses, insurance indemnities, cooperative patronage dividends and refunds, leasing of livestock and machinery or equipment, and any other farm-related source.",False,,,MEAN,,0,0
30,2019,Minnesota,Farm Business Income Statement,All Farms,Production Specialty,Dairy,All Farms,TOTAL,incfi,Net cash farm income,250,1,,,Dollars per farm,"This measure indicates the amount of net cash earnings from all business sources that a farm generates during the year.  These funds can be used to repay principal on indebtedness, purchase new machinery or equipment, expand the farm business, or pay for family consumption or other obligations.",False,239996.0,131633.0,MEAN,14.5,0,0
31,2019,California,Farm Business Income Statement,All Farms,Production Specialty,Dairy,All Farms,TOTAL,incfi,Net cash farm income,250,1,,,Dollars per farm,"This measure indicates the amount of net cash earnings from all business sources that a farm generates during the year.  These funds can be used to repay principal on indebtedness, purchase new machinery or equipment, expand the farm business, or pay for family consumption or other obligations.",False,1150240.0,798090.0,MEAN,23.3,0,0
32,2019,Florida,Farm Business Income Statement,All Farms,Production Specialty,Dairy,All Farms,TOTAL,incfi,Net cash farm income,250,1,,,Dollars per farm,"This measure indicates the amount of net cash earnings from all business sources that a farm generates during the year.  These funds can be used to repay principal on indebtedness, purchase new machinery or equipment, expand the farm business, or pay for family consumption or other obligations.",False,,,MEAN,,0,0
33,2019,North Carolina,Farm Business Income Statement,All Farms,Production Specialty,Dairy,All Farms,TOTAL,incfi,Net cash farm income,250,1,,,Dollars per farm,"This measure indicates the amount of net cash earnings from all business sources that a farm generates during the year.  These funds can be used to repay principal on indebtedness, purchase new machinery or equipment, expand the farm business, or pay for family consumption or other obligations.",False,218553.0,,MEAN,52.9,0,0
34,2019,Missouri,Farm Business Income Statement,All Farms,Production Specialty,Dairy,All Farms,TOTAL,incfi,Net cash farm income,250,1,,,Dollars per farm,"This measure indicates the amount of net cash earnings from all business sources that a farm generates during the year.  These funds can be used to repay principal on indebtedness, purchase new machinery or equipment, expand the farm business, or pay for family consumption or other obligations.",False,57428.0,,MEAN,32.0,0,0
35,2019,Georgia,Farm Business Income Statement,All Farms,Production Specialty,Dairy,All Farms,TOTAL,incfi,Net cash farm income,250,1,,,Dollars per farm,"This measure indicates the amount of net cash earnings from all business sources that a farm generates during the year.  These funds can be used to repay principal on indebtedness, purchase new machinery or equipment, expand the farm business, or pay for family consumption or other obligations.",False,258691.0,,MEAN,76.5,0,0
36,2019,Texas,Farm Business Income Statement,All Farms,Production Specialty,Dairy,All Farms,TOTAL,incfi,Net cash farm income,250,1,,,Dollars per farm,"This measure indicates the amount of net cash earnings from all business sources that a farm generates during the year.  These funds can be used to repay principal on indebtedness, purchase new machinery or equipment, expand the farm business, or pay for family consumption or other obligations.",False,709389.0,,MEAN,37.7,0,0
37,2019,Nebraska,Farm Business Income Statement,All Farms,Production Specialty,Dairy,All Farms,TOTAL,incfi,Net cash farm income,250,1,,,Dollars per farm,"This measure indicates the amount of net cash earnings from all business sources that a farm generates during the year.  These funds can be used to repay principal on indebtedness, purchase new machinery or equipment, expand the farm business, or pay for family consumption or other obligations.",False,,,MEAN,,0,0
38,2019,Wisconsin,Farm Business Income Statement,All Farms,Production Specialty,Dairy,All Farms,TOTAL,incfi,Net cash farm income,250,1,,,Dollars per farm,"This measure indicates the amount of net cash earnings from all business sources that a farm generates during the year.  These funds can be used to repay principal on indebtedness, purchase new machinery or equipment, expand the farm business, or pay for family consumption or other obligations.",False,221616.0,104831.0,MEAN,8.2,0,0
39,2019,Indiana,Farm Business Income Statement,All Farms,Production Specialty,Dairy,All Farms,TOTAL,incfi,Net cash farm income,250,1,,,Dollars per farm,"This measure indicates the amount of net cash earnings from all business sources that a farm generates during the year.  These funds can be used to repay principal on indebtedness, purchase new machinery or equipment, expand the farm business, or pay for family consumption or other obligations.",False,148521.0,,MEAN,58.3,0,0
40,2019,Iowa,Farm Business Income Statement,All Farms,Production Specialty,Dairy,All Farms,TOTAL,incfi,Net cash farm income,250,1,,,Dollars per farm,"This measure indicates the amount of net cash earnings from all business sources that a farm generates during the year.  These funds can be used to repay principal on indebtedness, purchase new machinery or equipment, expand the farm business, or pay for family consumption or other obligations.",False,372207.0,79671.0,MEAN,39.7,0,0
41,2019,Kansas,Farm Business Income Statement,All Farms,Production Specialty,Dairy,All Farms,TOTAL,incfi,Net cash farm income,250,1,,,Dollars per farm,"This measure indicates the amount of net cash earnings from all business sources that a farm generates during the year.  These funds can be used to repay principal on indebtedness, purchase new machinery or equipment, expand the farm business, or pay for family consumption or other obligations.",False,,,MEAN,,0,0
42,2019,Washington,Farm Business Income Statement,All Farms,Production Specialty,Dairy,All Farms,TOTAL,incfi,Net cash farm income,250,1,,,Dollars per farm,"This measure indicates the amount of net cash earnings from all business sources that a farm generates during the year.  These funds can be used to repay principal on indebtedness, purchase new machinery or equipment, expand the farm business, or pay for family consumption or other obligations.",False,151002.0,,MEAN,78.8,0,0
43,2019,Arkansas,Farm Business Income Statement,All Farms,Production Specialty,Dairy,All Farms,TOTAL,incfi,Net cash farm income,250,1,,,Dollars per farm,"This measure indicates the amount of net cash earnings from all business sources that a farm generates during the year.  These funds can be used to repay principal on indebtedness, purchase new machinery or equipment, expand the farm business, or pay for family consumption or other obligations.",False,,,MEAN,,0,0
44,2019,Illinois,Farm Business Income Statement,All Farms,Production Specialty,Dairy,All Farms,TOTAL,incfi,Net cash farm income,250,1,,,Dollars per farm,"This measure indicates the amount of net cash earnings from all business sources that a farm generates during the year.  These funds can be used to repay principal on indebtedness, purchase new machinery or equipment, expand the farm business, or pay for family consumption or other obligations.",False,360285.0,,MEAN,20.2,0,0
45,2019,Iowa,Farm Business Income Statement,All Farms,Production Specialty,Dairy,All Farms,TOTAL,infi,Net farm income,310,1,,,Dollars per farm,"Net farm income indicates the profit or loss associated with current production. It represents the return (both monetary and nonmonetary) to farm operators for their labor, management and capital after all production expenses have been paid (that is, gross farm income minus production expenses). It includes net income from farm production as well as net income attributed to the rental value of farm dwellings, the value of commodities consumed on the farm, depreciation, and inventory changes.",False,270124.0,125599.0,MEAN,43.2,0,0
46,2019,Minnesota,Farm Business Income Statement,All Farms,Production Specialty,Dairy,All Farms,TOTAL,infi,Net farm income,310,1,,,Dollars per farm,"Net farm income indicates the profit or loss associated with current production. It represents the return (both monetary and nonmonetary) to farm operators for their labor, management and capital after all production expenses have been paid (that is, gross farm income minus production expenses). It includes net income from farm production as well as net income attributed to the rental value of farm dwellings, the value of commodities consumed on the farm, depreciation, and inventory changes.",False,208412.0,109610.0,MEAN,17.6,0,0
47,2019,Florida,Farm Business Income Statement,All Farms,Production Specialty,Dairy,All Farms,TOTAL,infi,Net farm income,310,1,,,Dollars per farm,"Net farm income indicates the profit or loss associated with current production. It represents the return (both monetary and nonmonetary) to farm operators for their labor, management and capital after all production expenses have been paid (that is, gross farm income minus production expenses). It includes net income from farm production as well as net income attributed to the rental value of farm dwellings, the value of commodities consumed on the farm, depreciation, and inventory changes.",False,,,MEAN,,0,0
48,2019,Wisconsin,Farm Business Income Statement,All Farms,Production Specialty,Dairy,All Farms,TOTAL,infi,Net farm income,310,1,,,Dollars per farm,"Net farm income indicates the profit or loss associated with current production. It represents the return (both monetary and nonmonetary) to farm operators for their labor, management and capital after all production expenses have been paid (that is, gross farm income minus production expenses). It includes net income from farm production as well as net income attributed to the rental value of farm dwellings, the value of commodities consumed on the farm, depreciation, and inventory changes.",False,176314.0,92903.0,MEAN,9.2,0,0
49,2019,Missouri,Farm Business Income Statement,All Farms,Production Specialty,Dairy,All Farms,TOTAL,infi,Net farm income,310,1,,,Dollars per farm,"Net farm income indicates the profit or loss associated with current production. It represents the return (both monetary and nonmonetary) to farm operators for their labor, management and capital after all production expenses have been paid (that is, gross farm income minus production expenses). It includes net income from farm production as well as net income attributed to the rental value of farm dwellings, the value of commodities consumed on the farm, depreciation, and inventory changes.",False,50150.0,,MEAN,43.6,0,0
50,2019,Texas,Farm Business Income Statement,All Farms,Production Specialty,Dairy,All Farms,TOTAL,infi,Net farm income,310,1,,,Dollars per farm,"Net farm income indicates the profit or loss associated with current production. It represents the return (both monetary and nonmonetary) to farm operators for their labor, management and capital after all production expenses have been paid (that is, gross farm income minus production expenses). It includes net income from farm production as well as net income attributed to the rental value of farm dwellings, the value of commodities consumed on the farm, depreciation, and inventory changes.",False,683365.0,,MEAN,46.4,0,0
51,2019,Nebraska,Farm Business Income Statement,All Farms,Production Specialty,Dairy,All Farms,TOTAL,infi,Net farm income,310,1,,,Dollars per farm,"Net farm income indicates the profit or loss associated with current production. It represents the return (both monetary and nonmonetary) to farm operators for their labor, management and capital after all production expenses have been paid (that is, gross farm income minus production expenses). It includes net income from farm production as well as net income attributed to the rental value of farm dwellings, the value of commodities consumed on the farm, depreciation, and inventory changes.",False,,,MEAN,,0,0
52,2019,Arkansas,Farm Business Income Statement,All Farms,Production Specialty,Dairy,All Farms,TOTAL,infi,Net farm income,310,1,,,Dollars per farm,"Net farm income indicates the profit or loss associated with current production. It represents the return (both monetary and nonmonetary) to farm operators for their labor, management and capital after all production expenses have been paid (that is, gross farm income minus production expenses). It includes net income from farm production as well as net income attributed to the rental value of farm dwellings, the value of commodities consumed on the farm, depreciation, and inventory changes.",False,,,MEAN,,0,0
53,2019,California,Farm Business Income Statement,All Farms,Production Specialty,Dairy,All Farms,TOTAL,infi,Net farm income,310,1,,,Dollars per farm,"Net farm income indicates the profit or loss associated with current production. It represents the return (both monetary and nonmonetary) to farm operators for their labor, management and capital after all production expenses have been paid (that is, gross farm income minus production expenses). It includes net income from farm production as well as net income attributed to the rental value of farm dwellings, the value of commodities consumed on the farm, depreciation, and inventory changes.",False,867037.0,386868.0,MEAN,32.3,0,0
54,2019,Indiana,Farm Business Income Statement,All Farms,Production Specialty,Dairy,All Farms,TOTAL,infi,Net farm income,310,1,,,Dollars per farm,"Net farm income indicates the profit or loss associated with current production. It represents the return (both monetary and nonmonetary) to farm operators for their labor, management and capital after all production expenses have been paid (that is, gross farm income minus production expenses). It includes net income from farm production as well as net income attributed to the rental value of farm dwellings, the value of commodities consumed on the farm, depreciation, and inventory changes.",False,138566.0,,MEAN,69.3,0,0
55,2019,Kansas,Farm Business Income Statement,All Farms,Production Specialty,Dairy,All Farms,TOTAL,infi,Net farm income,310,1,,,Dollars per farm,"Net farm income indicates the profit or loss associated with current production. It represents the return (both monetary and nonmonetary) to farm operators for their labor, management and capital after all production expenses have been paid (that is, gross farm income minus production expenses). It includes net income from farm production as well as net income attributed to the rental value of farm dwellings, the value of commodities consumed on the farm, depreciation, and inventory changes.",False,,,MEAN,,0,0
56,2019,North Carolina,Farm Business Income Statement,All Farms,Production Specialty,Dairy,All Farms,TOTAL,infi,Net farm income,310,1,,,Dollars per farm,"Net farm income indicates the profit or loss associated with current production. It represents the return (both monetary and nonmonetary) to farm operators for their labor, management and capital after all production expenses have been paid (that is, gross farm income minus production expenses). It includes net income from farm production as well as net income attributed to the rental value of farm dwellings, the value of commodities consumed on the farm, depreciation, and inventory changes.",False,,,MEAN,,0,0
57,2019,Georgia,Farm Business Income Statement,All Farms,Production Specialty,Dairy,All Farms,TOTAL,infi,Net farm income,310,1,,,Dollars per farm,"Net farm income indicates the profit or loss associated with current production. It represents the return (both monetary and nonmonetary) to farm operators for their labor, management and capital after all production expenses have been paid (that is, gross farm income minus production expenses). It includes net income from farm production as well as net income attributed to the rental value of farm dwellings, the value of commodities consumed on the farm, depreciation, and inventory changes.",False,271052.0,,MEAN,67.9,0,0
58,2019,Washington,Farm Business Income Statement,All Farms,Production Specialty,Dairy,All Farms,TOTAL,infi,Net farm income,310,1,,,Dollars per farm,"Net farm income indicates the profit or loss associated with current production. It represents the return (both monetary and nonmonetary) to farm operators for their labor, management and capital after all production expenses have been paid (that is, gross farm income minus production expenses). It includes net income from farm production as well as net income attributed to the rental value of farm dwellings, the value of commodities consumed on the farm, depreciation, and inventory changes.",False,125210.0,,MEAN,75.3,0,0
59,2019,Illinois,Farm Business Income Statement,All Farms,Production Specialty,Dairy,All Farms,TOTAL,infi,Net farm income,310,1,,,Dollars per farm,"Net farm income indicates the profit or loss associated with current production. It represents the return (both monetary and nonmonetary) to farm operators for their labor, management and capital after all production expenses have been paid (that is, gross farm income minus production expenses). It includes net income from farm production as well as net income attributed to the rental value of farm dwellings, the value of commodities consumed on the farm, depreciation, and inventory changes.",False,261149.0,,MEAN,19.9,0,0
